sex,fb,email_domain,associations,words,badwords,abuse
,0,mail.ru,3,0,2,0
M,1,list.ru,3,0,0,0
,0,gmail.com,3,0,2,0
F,1,rambler.ru,3,0,0,0
F,1,gmail.com,3,0,0,0
M,1,mail.ru,3,0,2,0
,0,mail.ru,3,0,8,0
M,1,mail.ru,3,0,2,0
M,1,gmail.com,3,0,0,0
,0,mail.ru,3,0,0,0
M,1,gmail.com,3,0,0,0
M,1,mail.ru,3,0,0,0
,0,mail.ru,3,0,0,0
M,1,contactplus.ru,3,0,0,0
F,1,mail.ru,3,0,0,0
M,1,gmail.com,3,0,0,0
,0,gmail.com,3,0,0,0
M,1,rambler.ru,3,0,0,0
F,1,gmail.com,3,0,0,0
M,1,gmail.com,3,0,2,0
F,1,mail.ru,3,0,0,0
M,1,mail.ru,3,0,2,0
M,1,mail.ru,3,0,0,0
,0,yandex.ru,3,0,0,0
F,1,,3,0,0,0
M,1,rambler.ru,3,1,1,0
M,1,mail.ru,3,0,0,0
M,1,gmail.com,3,0,0,0
M,1,mail.ru,3,0,0,0
F,1,,3,0,0,0
F,1,mail.ru,3,0,1,0
M,1,mail.ru,3,0,0,0
M,1,mail.ru,3,0,0,0
,0,gmail.com,3,0,0,0
F,1,yandex.ru,3,0,0,0
,0,mail.ru,3,2,0,0
,0,mail.ru,3,0,2,0
M,1,mail.ru,3,0,0,0
,0,yandex.ru,3,0,0,0
,0,gmail.com,3,0,0,0
,0,yandex.ru,3,0,1,0
M,1,ukr.net,3,0,0,0
F,1,mail.ru,3,0,0,0
F,1,ukr.net,3,0,0,0
M,1,mail.ru,3,0,0,0
F,1,gmail.com,3,0,0,0
,0,list.ru,3,0,0,0
M,1,mail.ru,3,0,0,0
M,1,yandex.ru,3,0,2,0
,0,yandex.ru,3,0,0,0
,0,mail.ru,3,0,0,0
M,1,,3,0,0,0
M,1,gmail.com,3,1,2,0
M,1,gmail.com,3,0,0,0
M,1,mail.ru,3,0,0,0
M,1,mail.ru,3,0,0,0
M,1,mail.ru,3,0,0,0
F,1,yandex.ru,3,0,0,0
,0,mail.ru,3,1,2,0
M,1,inbox.ru,3,0,0,0
F,1,mail.ru,3,0,2,0
M,1,gmail.com,3,0,2,0
F,1,,3,1,1,0
M,1,gmail.com,3,0,0,0
M,1,,3,0,0,0
F,1,,3,0,0,0
M,1,gmail.com,3,0,0,1
F,1,,3,0,0,0
M,1,mail.ru,3,0,2,0
M,1,,3,0,1,0
F,1,mail.ru,3,0,0,0
,0,mail.ru,3,0,0,0
F,1,mail.ru,3,0,0,0
M,1,inbox.ru,3,2,0,0
F,1,mail.ru,3,0,2,0
F,1,mail.ru,3,0,1,0
,0,mail.ru,3,0,0,0
M,1,,3,0,0,0
M,1,mail.ru,3,0,2,0
,0,gmail.com,3,1,4,0
M,1,gmail.com,3,0,0,0
F,1,gmail.com,3,0,0,0
,0,gmail.com,3,0,0,0
,0,mail.ru,3,0,5,0
M,1,mail.ru,3,0,0,0
M,1,icloud.com,3,0,0,0
F,1,bk.ru,3,0,4,0
F,1,rambler.ru,3,0,0,0
,0,list.ru,3,0,0,0
M,1,,3,0,0,0
,0,mail.ru,3,0,0,0
M,1,,3,0,0,0
M,1,mail.ru,3,0,0,0
,0,mail.ru,3,0,1,0
M,1,,3,0,0,0
M,1,inbox.ru,3,0,0,0
M,1,,3,1,4,0
,0,gmail.com,3,0,0,0
M,1,list.ru,3,0,0,0
F,1,mail.ru,3,0,0,0
F,1,mail.ru,3,0,0,0
M,1,,3,0,0,0
F,1,yandex.ru,3,0,0,0
F,1,gmail.com,3,0,0,0
F,1,gmail.com,3,0,0,0
,0,mail.ru,3,0,0,0
,0,ukr.net,3,0,0,0
,0,inbox.lt,3,0,0,0
M,1,mail.ru,3,0,0,0
,0,Mail.ru,3,0,0,0
,0,mail.ru,3,0,0,0
M,0,gmail.com,4,4,1,0
,0,gmail.com,4,0,0,0
,0,gmail.com,4,0,0,0
,0,gmail.com,4,1,0,0
,0,grytsovets.com,4,1,2,0
F,0,gmail.com,4,0,0,0
,0,yandex.ru,4,0,0,0
,0,yandex.ru,4,0,0,0
,0,eurorscgkiev.com.ua,4,0,0,0
,0,gmail.com,4,0,0,0
,0,gmail.com,4,0,0,0
M,1,averin.ru,4,0,1,0
M,1,gmail.com,4,0,0,0
M,1,gmail.com,4,0,0,0
,0,mail.ru,4,0,2,0
M,1,gmail.com,4,0,0,0
M,1,mail.ru,4,0,0,0
M,1,yandex.ru,4,0,0,0
,0,mail.ru,4,0,0,0
F,1,gmail.com,4,0,2,0
,0,yandex.ru,4,0,2,0
,0,mail.ru,4,0,2,0
M,1,gmail.com,4,0,0,0
F,1,mail.ru,4,0,0,0
M,1,leaden.ru,4,0,0,0
M,1,gmail.com,4,0,0,0
,0,list.ru,4,0,4,0
,0,gmail.com,4,0,0,0
F,1,mail.ru,4,0,0,0
F,1,gmail.com,4,0,0,0
M,1,gmail.com,4,0,2,0
F,1,mail.ru,4,0,1,0
M,1,yahoo.com,4,0,0,0
F,1,netvision.net.il,4,0,2,0
M,1,gmail.com,4,0,0,0
M,1,yandex.ru,4,0,1,0
F,1,inbox.ru,4,0,0,0
F,1,gmail.com,4,0,0,0
M,1,bigmir.net,4,0,0,0
M,1,mail.ru,4,0,2,0
,0,mail.ru,4,0,0,0
F,1,bk.ru,4,0,0,0
,0,yandex.ru,4,1,0,0
M,1,mail.ru,4,0,0,0
F,1,gmail.com,4,0,0,0
,0,mail.ru,4,0,0,0
,0,mail.ru,4,0,0,0
F,1,mail.ru,4,0,0,0
,0,mail.ru,4,0,0,0
,0,mail.ru,4,0,0,0
F,1,mail.ru,4,0,0,0
M,1,gmail.com,4,0,0,0
M,1,gmail.com,4,0,0,0
F,1,gmail.com,4,0,0,0
,0,mail.ru,4,0,0,0
F,1,mail.ru,4,0,0,0
M,1,gmail.com,4,0,0,0
F,1,gmail.com,4,0,2,0
,0,gmail.com,4,0,2,0
,0,list.ru,4,1,0,0
M,1,yandex.ru,4,0,0,0
M,1,gmail.com,4,0,0,0
M,1,gmail.com,4,1,0,0
M,1,mail.ru,4,1,0,1
M,1,mail.ru,4,0,0,0
F,1,,4,0,0,0
M,1,mail.ru,4,0,2,0
M,1,list.ru,4,0,0,0
F,1,yandex.ru,4,1,2,0
F,1,mail.ru,4,0,2,0
,0,mail.ru,4,0,1,0
M,1,mail.ru,4,0,0,0
F,1,yandex.ru,4,0,0,0
M,1,rambler.ru,4,0,2,0
M,1,yandex.ru,4,0,2,0
M,1,yandex.ru,4,0,0,0
M,1,mail.ru,4,0,0,0
M,1,gmail.com,4,0,0,0
F,1,gmail.com,4,0,0,0
F,1,mail.ru,4,0,2,0
F,1,yandex.ru,4,0,0,0
F,1,mail.ru,4,0,1,0
,0,gmail.com,4,0,0,0
M,1,yandex.ru,4,0,1,0
M,1,yampolskiy.ru,4,0,0,0
F,1,mail.ru,4,0,0,0
F,1,list.ru,4,0,0,0
,0,list.ru,4,0,5,0
M,1,nevosoft.com,4,0,0,0
F,1,mail.ru,4,1,4,0
M,1,,4,0,1,0
F,1,bk.ru,4,0,0,0
M,1,mail.ru,4,0,0,0
,0,yandex.ru,4,0,0,0
,0,yandex.ru,4,1,3,0
,0,mail.ru,4,0,0,0
M,1,,4,0,2,0
M,1,,4,0,1,0
,0,gmail.com,4,0,2,0
F,1,gmail.com,4,0,0,0
M,1,mail.ru,4,0,0,0
M,1,10levels.ru,4,0,2,0
M,1,gmail.com,4,0,0,0
M,1,gmail.com,4,0,0,0
,0,mail.ru,4,0,2,0
M,1,gmail.com,4,0,0,0
M,1,gmail.com,4,0,0,0
M,1,gmail.com,4,0,0,0
,0,mail.ru,4,0,0,0
M,1,gmail.com,4,0,0,0
M,1,azimuthotels.com,4,0,0,0
,0,mail.ru,4,0,0,0
M,1,gmail.com,4,0,0,0
,0,yandex.ru,4,0,0,0
F,1,,4,0,0,0
F,1,mail.ru,4,0,0,0
,0,mail.ru,4,0,0,0
M,1,mail.ua,4,0,2,0
,0,gmail.com,4,0,0,0
M,1,mail.ru,4,0,0,0
F,1,gmail.com,4,0,0,0
F,1,list.ru,4,0,0,0
F,1,,4,0,8,0
M,1,bk.ru,4,0,0,0
,0,gmail.com,4,0,0,0
F,1,bk.ru,4,0,0,0
F,1,gmail.com,4,0,0,0
,0,yandex.kz,4,0,1,0
M,1,gmail.com,4,0,0,0
M,1,gmail.com,4,0,1,0
,0,doanart.com,4,0,0,0
,0,mail.ru,4,0,9,0
,0,inbox.ru,4,0,0,0
F,1,gmail.com,4,0,0,0
M,1,gmail.com,4,0,0,0
,0,gmail.com,4,0,3,0
M,1,,4,0,0,0
M,1,,4,0,0,0
M,1,bk.ru,4,0,2,0
,0,gmail.com,4,0,2,0
,0,gmail.com,5,0,0,0
,0,yandex.ru,5,1,2,0
M,1,gmail.com,5,3,2,0
M,1,gmail.com,5,2,2,0
,0,mail.ru,5,0,2,0
M,1,gmail.com,5,1,7,0
,0,mail.ru,5,3,5,0
,0,gmail.com,5,0,0,0
,0,yandex.ru,5,0,0,0
F,1,bk.ru,5,0,0,0
,0,mail.ru,5,0,0,0
F,1,gmail.com,5,0,0,0
M,1,mail.ru,5,0,0,0
M,1,gmail.com,5,0,0,1
M,1,,5,0,0,0
,0,gmail.com,5,0,0,0
F,1,yandex.ru,5,0,0,0
M,1,yandex.ru,5,0,2,0
F,1,gmail.com,5,0,0,0
,0,mail.ru,5,0,0,0
M,1,gmail.com,5,0,0,0
M,1,gmail.com,5,0,0,0
F,1,gmail.com,5,0,0,0
,0,gmail.com,5,0,3,0
M,1,gmail.com,5,0,0,0
F,1,gmail.com,5,0,0,0
M,1,mail.ru,5,0,2,0
M,1,gmail.com,5,0,0,0
M,1,mail.ru,5,0,0,0
M,1,inbox.ru,5,0,0,0
F,1,inbox.ru,5,0,0,0
F,1,mail.ru,5,0,0,0
M,1,mail.ru,5,0,2,0
F,1,mail.ru,5,0,0,0
,0,mail.ru,5,0,0,0
M,1,yandex.ru,5,0,0,0
,0,bigprofessor.so,5,0,0,0
,0,mail.ru,5,0,0,0
M,1,gmail.com,5,0,0,0
,0,mail.ru,5,1,0,0
M,1,gmail.com,5,0,0,0
,0,gmail.com,5,0,2,0
F,1,mail.ru,5,0,0,0
M,1,mail.ru,5,1,4,0
F,1,mail.ru,5,0,0,0
,0,mail.ru,5,0,0,0
,0,yandex.ru,5,0,0,0
M,1,i.ua,5,0,0,0
F,0,yandex.ru,5,0,0,0
F,1,inbox.ru,5,0,0,0
M,1,ukr.net,5,0,0,0
,0,yandex.ru,5,0,0,0
,0,gmail.com,5,0,0,0
M,1,,5,0,2,0
F,1,mail.ru,5,0,0,0
,0,yandex.ru,5,0,2,0
M,1,mail.ru,5,2,2,0
M,1,chrl.ru,5,0,0,0
F,1,mail.ru,5,0,0,0
F,1,bk.ru,5,0,4,0
,0,mail.ru,5,0,0,0
M,1,,5,0,2,0
,0,gmail.com,5,0,0,0
F,1,mail.ru,5,0,0,0
,0,yandex.ru,5,0,0,0
M,1,,5,0,2,0
,0,gmail.com,5,0,0,0
,0,mail.ru,5,0,0,0
F,1,mail.ru,5,0,0,0
F,1,gmail.com,5,1,2,0
M,1,gmail.com,5,0,0,0
,0,trbvn.com,5,0,0,0
,0,yandex.ru,5,0,0,0
M,1,mail.ru,5,0,0,0
M,1,gmail.com,5,0,0,0
F,1,mail.ua,5,0,0,0
,0,mail.ru,5,0,6,0
,0,yandex.ru,5,0,0,0
,0,MAIL.RU,5,0,0,0
,0,gmail.com,5,0,0,0
M,1,bk.ru,5,0,0,0
F,1,yandex.ru,5,0,0,0
M,1,mail.ru,5,0,0,0
F,1,gmail.com,5,0,0,0
,0,divismail.ru,5,0,1,0
M,1,list.ru,5,0,0,0
M,1,gmail.com,5,0,2,0
M,1,mail.ru,5,0,0,0
,0,rambler.ru,5,0,0,0
M,1,gmail.com,5,0,0,0
F,1,me.com,5,0,0,0
M,1,yandex.ru,5,0,0,0
F,1,mail.ru,5,0,0,0
F,1,list.ru,5,0,0,0
,0,mail.ru,5,0,0,0
,0,mail.ru,5,0,2,0
F,1,mail.ru,5,0,1,0
M,1,bk.ru,5,0,1,0
M,1,gmail.com,5,0,2,0
,0,Gmail.com,5,0,0,0
F,1,mail.ru,5,0,0,0
,0,bk.ru,5,0,1,0
F,1,gmail.com,5,0,2,0
F,1,gmail.com,5,0,0,0
,0,yandex.ru,5,0,0,0
M,1,mail.ru,5,0,0,0
M,1,mail.ru,5,0,0,0
,0,pisem.net,5,0,0,0
,0,binka.me,5,0,0,0
M,1,gmail.com,5,0,0,0
F,1,,5,0,6,0
F,1,mail.ru,5,0,1,0
,0,gmail.com,5,0,0,0
F,1,mail.ru,5,0,0,0
F,1,mail.ru,5,0,0,0
M,1,mail.ru,5,0,0,0
,0,mail.ru,5,1,1,0
F,1,,5,0,0,0
M,1,mail.ru,5,0,0,0
,0,mail.ru,5,0,0,0
F,1,gmail.com,5,0,0,0
F,1,gmail.com,5,0,0,0
M,1,gmail.com,5,0,0,0
,0,list.ru,5,0,0,0
F,1,rambler.ru,5,1,0,0
F,1,gmail.com,5,0,0,0
F,1,list.ru,5,0,0,0
F,1,gmail.com,5,0,0,0
F,1,mail.ru,5,0,3,0
,0,gmail.com,6,0,3,0
,0,ya.ru,6,0,0,0
,0,gmail.com,6,0,0,0
,0,mail.ru,6,0,0,0
,0,yandex.ru,6,0,0,0
,0,mail.ru,6,0,0,0
M,1,gmail.com,6,2,0,0
M,1,gmail.com,6,0,0,0
M,1,yandex.ru,6,0,0,0
M,1,yandex.ru,6,0,0,0
,0,gmail.com,6,0,2,0
,0,rambler.ru,6,2,4,0
M,1,mail.ru,6,1,0,0
F,1,,6,0,0,0
,0,gmail.com,6,0,0,0
M,1,mail.ru,6,0,0,0
M,1,gmail.com,6,0,0,0
,0,rambler.ru,6,0,0,0
M,1,list.ru,6,0,0,0
M,1,gmail.com,6,0,0,0
M,1,gmail.com,6,0,0,0
M,1,ya.ru,6,0,2,0
,0,gmail.com,6,0,2,0
,0,list.ru,6,0,0,0
M,1,gmail.com,6,0,0,0
,0,mail.ru,6,1,0,0
F,1,forpost-krasnoyarsk.ru,6,0,0,0
F,1,yandex.ru,6,0,0,0
M,1,mail.ru,6,0,0,0
M,1,gmail.com,6,0,2,0
M,1,gmail.com,6,0,3,0
M,1,bk.ru,6,0,0,0
F,1,gmail.com,6,1,0,0
F,1,gmail.com,6,0,0,0
,0,rambler.ru,6,0,2,0
F,1,yandex.ru,6,0,0,0
,0,ekburg.ru,6,0,0,0
,0,yandex.ru,6,0,0,0
M,1,rambler.ru,6,0,0,0
M,1,yandex.ru,6,0,0,0
,0,yandex.ru,6,0,0,0
F,1,gmail.com,6,0,0,0
M,1,gmail.com,6,1,0,0
M,1,hotmail.com,6,0,0,0
M,1,tut.by,6,0,0,0
F,1,mail.ru,6,1,0,0
M,0,,6,0,0,0
,0,mail.ru,6,0,0,0
F,1,inbox.ru,6,2,0,0
M,1,i.ua,6,0,0,0
M,1,gmail.com,6,0,2,0
F,1,mail.ru,6,0,0,0
F,1,gmail.com,6,0,2,0
,0,mail.ru,6,0,0,0
,0,gmail.com,6,0,0,0
M,1,gmail.com,6,0,8,0
F,1,gmail.com,6,1,0,0
M,1,mail.ru,6,0,0,0
F,1,,6,0,3,0
F,1,mail.ru,6,0,0,0
,0,gmail.com,6,0,0,0
,0,yandex.ru,6,0,0,0
M,1,volgatransstroy.ru,6,0,6,0
F,1,,6,2,1,0
M,1,gmail.com,6,1,0,0
M,1,gmail.com,6,1,2,0
F,1,list.ru,6,0,0,0
F,1,mail.ua,6,0,0,0
M,1,gmail.com,6,0,0,0
F,1,yandex.ru,6,0,0,0
,0,list.ru,6,0,0,0
,0,yahoo.com,6,0,0,0
F,1,gmail.com,6,0,0,0
,0,gmail.com,6,0,0,0
M,1,gmail.com,6,0,1,0
,0,gmail.com,6,0,0,0
M,1,gmail.com,6,0,0,0
F,1,yandex.ru,6,0,0,0
F,1,,6,0,0,0
F,1,mail.ru,6,0,0,0
,0,mail.ru,6,1,1,0
F,1,,6,0,0,0
F,1,mail.ru,6,0,1,0
F,1,mail.ru,6,0,0,0
F,1,bk.ru,6,0,0,0
F,1,gmail.com,6,0,4,0
M,1,,6,0,2,0
M,1,gmail.com,6,0,2,0
M,1,gmail.com,6,0,0,0
F,1,,6,0,0,0
M,1,gmail.com,6,0,1,0
M,1,,6,0,2,0
M,1,,6,0,1,0
,0,gmail.com,6,0,6,0
F,1,list.ru,6,0,0,0
M,1,,6,0,1,0
F,1,mail.ru,6,0,0,0
M,1,yandex.ru,6,0,0,0
M,1,mail.ru,6,1,0,0
F,1,ua.fm,6,0,0,0
F,1,,6,0,0,0
F,1,mail.ru,6,0,0,0
M,1,,6,0,0,0
,0,gmail.com,6,0,0,0
M,1,meta.ua,6,0,0,0
F,1,mail.ru,6,0,0,0
,0,gmail.com,6,0,0,0
F,1,mail.ru,6,0,0,0
,0,ya.ru,6,0,0,0
M,1,gmail.com,6,0,0,0
,0,gmail.com,6,0,0,0
F,1,bk.ru,6,0,0,0
,0,gmail.com,6,0,0,0
F,1,,6,0,1,0
,0,mail.ru,6,0,0,0
,0,mail.ru,6,0,0,0
M,1,ya.ru,6,0,0,0
F,1,gmail.com,6,0,0,0
M,1,gmail.com,6,0,0,0
,0,yandex.ru,7,1,1,0
F,1,yandex.ru,7,1,0,0
,0,disorder.ru,7,0,0,0
,0,gmail.com,7,0,0,0
,0,yandex.ru,7,0,0,0
M,1,mail.ru,7,1,2,0
,0,mail.ru,7,0,0,0
M,1,ukr.net,7,0,0,0
,0,yandex.ru,7,1,0,0
F,1,ya.ru,7,0,0,0
F,1,mail.ru,7,2,2,0
M,1,me.com,7,0,0,0
M,1,gmail.com,7,0,0,0
,0,mail.ru,7,5,1,0
,0,yandex.ru,7,0,0,0
M,1,gmail.com,7,1,0,0
M,1,gmail.com,7,2,2,0
M,1,mail.ru,7,0,1,0
F,1,yahoo.com,7,0,0,0
F,1,mail.ru,7,0,2,0
M,1,gmail.com,7,0,0,0
M,1,mail333.com,7,1,4,0
F,1,gmail.com,7,0,0,0
F,1,ya.ru,7,1,2,0
,0,mail.ru,7,0,0,0
M,1,ukr.net,7,0,0,0
M,1,yandex.ru,7,0,0,0
M,1,,7,0,0,0
F,1,gmail.com,7,0,2,0
,0,inbox.ru,7,0,3,0
M,1,yandex.ru,7,0,1,0
M,1,ukr.net,7,1,0,0
F,1,bk.ru,7,0,0,0
,0,bk.ru,7,0,0,0
M,1,yandex.ru,7,0,0,0
F,1,inbox.ru,7,0,4,0
F,1,mail.ru,7,0,0,0
,0,yandex.ru,7,0,0,0
,0,anwap.org,7,0,0,0
F,1,,7,0,0,0
F,1,mail.ru,7,0,0,0
M,1,yandex.ru,7,0,0,0
,0,bk.ru,7,0,2,0
M,1,mail.ru,7,0,0,0
,0,mail.ru,7,0,4,0
F,1,gmail.com,7,0,0,0
M,1,mail.ru,7,0,0,0
F,1,mail.ru,7,0,0,0
M,1,mail.ru,7,1,2,0
M,1,yandex.ru,7,0,0,0
,0,gmail.com,7,0,2,0
M,1,yandex.ru,7,0,0,0
M,1,,7,0,0,0
M,1,list.ru,7,0,4,0
M,1,,7,0,0,0
F,1,mail.ru,7,1,4,0
F,1,yandex.ru,7,0,0,0
,0,gmail.com,7,0,0,0
F,1,mail.ru,7,0,1,0
,0,yandex.ru,7,2,0,0
,0,gmail.com,7,0,0,0
M,1,mail.ru,7,0,1,0
,0,gmail.com,7,0,0,0
M,1,gmail.com,7,0,2,0
F,1,,7,0,0,0
,0,list.ru,7,0,0,0
M,1,yandex.ru,7,0,0,0
M,1,gmail.com,7,0,0,0
M,1,gmail.com,7,1,0,0
F,1,yandex.ru,7,0,0,0
M,1,mail.ru,7,0,0,0
F,1,gmail.com,7,0,0,0
,0,gmail.com,7,0,2,0
M,1,gmail.com,7,0,0,0
F,1,gmail.com,7,0,2,0
M,1,,7,1,0,0
M,1,yandex.ru,7,0,0,0
M,1,gmail.com,7,1,0,0
M,1,mail.ru,7,0,2,0
M,1,gmail.com,7,0,1,0
,0,mail.ru,7,0,0,0
,0,mail.ru,7,0,0,0
F,1,gmail.com,7,0,0,0
,0,esoo.ru,7,0,0,0
,0,gmail.com,7,0,1,0
M,1,gmail.com,7,0,0,0
M,1,gmail.com,7,0,0,0
F,1,gmail.com,7,0,0,0
M,1,mail.ru,7,0,0,0
M,1,yandex.ru,7,0,0,0
F,1,mail.ru,7,0,2,1
,0,yandex.ru,7,0,0,0
F,1,gmail.com,7,0,0,0
F,1,mail.ru,7,0,0,0
,0,gmail.com,7,0,0,0
,0,gmail.com,7,0,0,0
F,1,mail.ru,7,1,3,0
F,1,gmail.com,7,0,0,0
F,1,mail.ru,7,0,0,0
,0,gmail.com,7,0,0,0
M,1,mail.ru,7,0,0,0
M,1,mail.ru,7,0,0,0
F,1,gmail.com,7,0,0,0
F,1,gmail.com,7,0,4,0
,0,mail.ru,7,0,0,0
,0,Mail.ru,7,0,0,0
,0,mail.ru,7,0,0,0
F,1,gmail.com,7,0,0,0
M,1,mail.ru,7,0,0,0
,0,gmail.com,7,0,0,0
F,1,gmail.com,7,0,3,0
F,1,mail.ru,7,0,0,0
F,1,inbox.ru,7,0,0,0
F,1,ukr.net,7,0,0,0
F,1,,7,0,1,0
,0,gmail.com,7,0,2,0
F,1,gmail.com,7,1,2,0
M,1,mail.ru,7,0,0,0
M,1,mail.ru,7,0,0,0
F,1,,7,0,0,0
M,1,mail.ru,7,0,2,0
M,1,,7,0,0,0
,0,yandex.ru,7,0,0,0
M,1,gmail.com,7,0,0,0
,0,ya.ru,7,0,0,0
M,1,gmail.com,7,0,2,0
,0,yandex.ru,7,0,0,0
,0,bigmir.net,8,1,0,0
,0,gmail.com,8,0,0,0
,0,gmail.com,8,0,0,0
,0,gmail.com,8,1,0,0
,0,narod.ru,8,0,0,0
,0,gmail.com,8,0,4,0
F,1,rambler.ru,8,0,0,0
M,1,yahoo.com,8,1,1,0
M,1,gmail.com,8,0,4,0
F,1,mail.ru,8,0,2,0
F,1,rambler.ru,8,0,0,0
M,1,mail.ru,8,0,0,0
M,1,mail.ru,8,1,0,0
M,1,yandex.ru,8,1,2,0
M,1,gmail.com,8,0,2,0
,0,mail.ru,8,0,0,0
,0,yandex.ru,8,0,0,0
F,1,yandex.ru,8,1,0,0
M,1,tut.by,8,1,0,0
,0,mail.ru,8,0,0,0
M,1,gmail.com,8,1,0,0
,0,gmail.com,8,1,0,0
F,1,mail.ru,8,0,0,0
F,1,ukr.net,8,0,0,0
M,1,gmail.com,8,0,0,0
F,1,gmail.com,8,0,0,0
M,1,mail.ru,8,0,0,0
F,1,rambler.ru,8,0,0,0
M,1,gmail.com,8,0,0,0
,0,civilsociety.kz,8,0,0,0
M,1,mail.ru,8,0,3,0
F,1,mail.ru,8,0,0,0
F,1,gmail.com,8,0,4,0
M,1,gmail.com,8,1,0,0
,0,mail.ru,8,0,1,0
,0,mail.ru,8,0,0,0
,0,ya.ru,8,0,0,0
,0,mail.ru,8,0,0,0
,0,mail.ru,8,1,7,0
F,1,mail.ru,8,2,0,0
M,1,,8,0,2,0
M,1,gmail.com,8,0,0,0
F,1,gmail.com,8,0,0,0
,0,yandex.ru,8,0,0,0
,0,bk.ru,8,0,0,0
,0,rambler.ru,8,0,2,0
M,1,,8,0,0,0
F,1,mail.ru,8,0,0,0
M,1,,8,1,0,0
M,1,gmail.com,8,0,0,0
F,1,gmail.com,8,0,0,0
,0,mail.ru,8,1,0,0
F,1,,8,2,5,0
M,1,mail.ru,8,0,4,0
,0,yandex.ru,8,0,0,0
F,1,mail.ru,8,0,0,0
F,1,,8,0,0,0
F,1,gmail.com,8,0,0,0
,0,icloud.com,8,0,0,0
F,1,yandex.ru,8,0,0,0
M,1,gmail.com,8,0,0,0
M,1,,8,0,0,0
M,1,ukr.net,8,0,0,0
F,1,yandex.ru,8,0,0,0
,0,mail.ru,8,0,0,0
M,1,mail.ru,8,0,2,0
F,1,gmail.com,8,0,0,0
M,1,mail.ru,8,0,0,0
,0,mail.ru,8,0,2,0
M,1,yahoo.com,8,0,0,0
,0,rambler.ru,8,0,0,0
F,1,yandex.ru,8,0,0,0
F,1,yandex.ru,8,0,0,0
M,1,bk.ru,8,0,2,0
F,1,gmail.com,8,0,0,0
F,1,,8,0,10,0
M,1,gmail.com,8,0,2,0
M,1,,8,1,0,0
M,1,gmail.com,8,0,0,0
F,1,mail.ru,8,1,1,0
,0,inbox.ru,8,0,0,0
F,1,ya.ru,8,0,0,0
M,1,,8,0,0,0
M,1,,8,0,0,0
,0,mail.ru,8,0,0,0
,0,gmail.com,8,0,6,0
F,1,gmail.com,8,0,2,0
,0,gmail.com,8,0,3,0
F,1,mail.ru,8,1,0,0
F,1,mail.ru,8,0,0,0
F,1,,8,0,0,0
F,1,mail.ru,8,0,0,0
F,1,mail.ru,8,0,0,0
F,1,mail.ru,8,0,1,0
,0,inbox.ru,8,2,0,0
,0,mail.ru,8,0,2,0
M,1,,8,1,1,0
F,1,mail.ru,8,0,1,0
M,1,yandex.ru,8,0,0,0
M,1,gmail.com,8,0,2,0
M,1,gmail.com,8,0,0,0
,0,gmail.com,8,0,0,0
M,1,gmail.com,8,0,0,0
,0,gmail.com,8,0,3,0
,0,mail.ru,8,0,2,0
F,1,gmail.com,8,0,0,0
,0,yandex.ru,8,0,0,0
,0,mail.ru,8,0,4,0
,0,mail.ru,8,0,0,0
F,1,gmail.com,8,0,0,0
,0,mail.ru,8,0,0,0
F,1,yandex.ru,8,0,5,0
F,1,gmail.com,8,0,2,0
,0,mail.ru,8,0,3,0
,0,gmail.com,9,1,0,0
,0,pichesky.ru,9,0,0,0
,0,gmail.com,9,1,0,0
M,1,gmail.com,9,0,0,0
,0,yandex.ru,9,6,9,0
,0,yandex.ua,9,0,0,0
,0,gmail.com,9,0,0,0
M,1,outlook.com,9,0,0,0
,0,list.ru,9,0,2,0
,0,yandex.ru,9,0,0,0
,0,mail.ru,9,1,2,0
,0,mail.ru,9,1,2,0
,0,ya.ru,9,0,0,0
M,1,bk.ru,9,0,0,0
,0,list.ru,9,1,0,0
M,1,yandex.ru,9,0,0,0
M,1,gmail.com,9,0,0,0
F,1,mail.ru,9,0,0,0
,0,drdrb.net,9,0,1,0
M,1,gmail.com,9,0,0,0
F,1,mail.ru,9,0,0,0
,1,mail.ru,9,0,0,0
,0,gmail.com,9,0,5,0
,0,yandex.ru,9,1,1,0
,0,yandex.ru,9,0,0,0
F,1,mail.ru,9,1,0,0
F,1,yandex.ru,9,0,4,0
M,1,ya.ru,9,0,0,0
,0,yandex.ru,9,0,0,0
F,1,yandex.ua,9,0,0,0
M,1,yandex.ru,9,0,2,0
F,1,gmail.com,9,2,2,0
F,1,,9,0,0,0
,0,mail.ru,9,0,0,0
M,1,gmail.com,9,0,0,0
M,1,mail.ru,9,0,0,0
,0,mail.ru,9,0,0,0
,0,mail.ru,9,0,0,0
F,1,mail.ru,9,0,0,0
M,1,ya.ru,9,1,0,0
M,1,gmail.com,9,2,16,0
M,1,mail.ru,9,1,6,0
M,1,mail.ru,9,0,0,0
F,1,mail.ru,9,0,2,0
F,1,e-mail.ua,9,0,0,0
F,1,rambler.ru,9,0,0,0
M,1,gmail.com,9,0,4,0
M,1,gmail.com,9,0,2,0
,0,bk.ru,9,0,0,0
F,1,,9,0,1,0
,0,gmail.com,9,0,0,0
,0,mail.ru,9,0,0,0
F,1,gmail.com,9,0,4,0
F,1,mail.ru,9,0,0,0
M,1,mail.ru,9,0,2,0
,0,mail.ru,9,0,2,0
,0,yandex.ru,9,1,0,0
,0,mail.ru,9,0,0,0
F,1,gmail.com,9,0,0,0
