sex,fb,email_domain,associations,words,badwords,abuse
M,1,me.com,9,0,4,0
F,1,gmail.com,9,0,0,0
F,1,,9,0,1,0
,0,mail.ru,9,0,0,0
,0,mail.ru,9,0,0,1
,0,mail.ru,9,0,0,0
,0,gmail.com,9,0,0,0
M,1,gmail.com,9,0,0,0
,0,rambler.ru,9,0,0,0
F,1,mail.ru,9,0,0,0
M,1,,9,0,2,0
,0,yandex.ru,9,0,0,0
F,1,,9,0,1,0
M,1,yandex.ua,9,0,0,0
F,1,inbox.ru,9,0,0,0
F,1,yandex.ru,9,0,0,0
M,1,,9,0,2,0
M,1,gmail.com,9,0,0,0
F,1,icloud.com,9,1,0,0
,0,mail.ru,9,0,0,0
,0,gmail.com,9,0,0,0
F,1,gmail.com,9,0,4,0
,0,bk.ru,9,0,0,0
,0,gmail.com,9,2,0,0
F,1,mail.ru,9,0,0,0
F,1,gmail.com,9,1,0,0
,0,yandex.ru,9,0,0,0
,0,yandex.ru,9,0,0,0
M,1,inbox.lv,9,0,0,0
F,1,,9,0,0,0
,0,mail.ru,9,0,0,0
F,1,mail.ru,9,0,0,0
F,1,mail.ru,9,0,1,0
M,1,spaces.ru,9,0,0,0
M,1,mail.ru,9,0,0,0
M,1,gmail.com,9,0,0,0
M,1,gmail.com,9,0,0,0
F,1,yandex.ru,9,0,2,0
M,1,gmail.com,9,0,0,0
F,1,mail.ru,9,0,0,0
F,1,yandex.ru,9,0,0,0
M,1,mail.ru,9,0,2,0
,0,mail.ru,9,0,0,0
M,1,,9,0,0,0
M,1,gmail.com,9,0,0,0
M,1,,9,0,0,0
M,1,gmail.com,9,0,0,0
M,1,gmail.com,9,0,7,0
,0,p33.org,9,0,1,0
,0,gmail.com,10,3,2,1
,0,gmail.com,10,0,0,0
,0,qip.ru,10,3,0,0
,0,hotmail.com,10,0,0,0
,0,mail.ru,10,0,0,0
F,1,mail.ru,10,0,2,0
,0,yandex.ru,10,0,0,1
,0,inbox.ru,10,0,0,0
F,1,rambler.ru,10,0,0,0
,0,mail.ru,10,0,2,0
F,1,mail.ru,10,0,0,0
M,1,,10,0,0,0
,0,mail.ru,10,1,0,0
,0,mail.ru,10,0,2,0
M,1,mail.ru,10,0,0,0
M,1,bk.ru,10,3,0,0
F,1,gmail.com,10,0,0,0
M,1,mail.ru,10,1,0,0
,0,yandex.ru,10,0,0,0
M,1,mail.ru,10,0,0,0
M,1,gmail.com,10,1,2,0
F,1,gmail.com,10,0,0,0
F,1,gmail.com,10,0,0,0
F,1,mail.ru,10,0,0,0
M,1,inbox.ru,10,1,1,0
F,1,gmail.com,10,0,0,0
F,1,mail.ua,10,0,2,0
M,1,tut.by,10,1,0,0
F,1,animalspace.com.ua,10,1,0,0
M,1,gmail.com,10,1,0,0
,0,mail.ru,10,0,2,0
,0,inbox.ru,10,0,0,0
F,1,,10,0,0,0
M,1,gmail.com,10,0,0,0
F,1,gmail.com,10,2,2,0
F,1,yandex.ru,10,0,2,0
M,1,gmail.com,10,0,2,0
,0,gmail.com,10,0,0,0
M,1,yandex.ru,10,0,0,0
F,1,gmail.com,10,0,0,0
,0,rambler.ru,10,0,0,0
M,1,gmail.com,10,0,0,0
F,1,mail.ru,10,0,0,0
,0,mail.ru,10,0,0,0
,0,gmail.com,10,1,2,0
,0,mail.ru,10,1,0,0
M,1,mail.ua,10,1,2,0
M,1,mail.ru,10,0,0,0
F,1,rambler.ru,10,0,0,0
M,1,inbox.ru,10,0,0,0
,0,mail.ru,10,0,0,0
,0,mail.ru,10,0,0,0
,0,bk.ru,10,0,0,0
F,1,mail.ru,10,1,0,0
M,1,,10,0,0,0
,0,mail.ru,10,0,0,0
F,1,bk.ru,10,0,0,0
F,1,mail.ru,10,0,0,0
,0,yandex.ru,10,0,0,0
F,1,,10,0,0,0
,0,mail.ru,10,0,0,0
F,1,mail.ru,10,0,0,0
,0,gmail.com,10,0,0,0
M,1,gmail.com,10,0,0,0
F,1,,10,0,0,0
M,1,mail.ru,10,0,0,0
M,1,gmail.com,10,0,0,0
M,1,ukr.net,10,0,0,0
M,1,yandex.ru,10,0,0,1
M,1,,10,0,0,0
F,1,mail.ru,10,0,0,0
M,1,gmail.com,10,0,0,0
M,1,gmail.com,10,0,2,0
,0,gmail.com,10,0,0,0
F,1,mail.ru,10,0,0,0
,0,gmail.com,10,0,2,0
M,1,luga.net.ua,10,0,0,0
,0,ya.ru,10,0,0,0
M,1,mail.ru,10,0,2,0
,0,mail.ru,10,0,0,0
,0,list.ru,10,0,0,0
F,1,,10,0,0,0
,0,gmail.com,10,0,0,0
F,1,,10,0,0,0
M,1,rambler.ru,10,0,0,0
M,1,gmail.com,10,0,0,0
F,1,,10,0,0,0
F,1,rambler.ru,10,0,2,0
,0,mail.ru,10,0,0,0
,0,rambler.ru,10,0,0,0
F,1,inbox.lv,10,0,2,0
F,1,gmail.com,10,0,0,0
M,1,yandex.ru,10,0,0,0
M,1,gmail.com,10,0,2,0
M,1,,10,0,1,0
F,1,gmail.com,10,0,0,0
M,1,mail.ru,10,0,0,0
,0,gmail.com,10,0,0,0
,0,yandex.ru,10,1,2,0
,0,yandex.ru,10,0,1,0
F,1,yandex.ru,10,0,0,0
M,1,,10,0,0,0
F,1,list.ru,10,0,0,0
M,1,hotmail.com,10,0,0,0
,0,mail.ru,10,0,0,0
F,1,,10,0,0,0
M,1,mail.ru,10,0,1,0
F,1,gmail.com,10,0,0,0
,0,gmail.com,11,0,4,0
,0,mail.ru,11,0,0,0
M,1,gmail.com,11,1,0,0
M,1,mail.ru,11,0,0,0
,0,yandex.ru,11,0,2,0
F,1,gmail.com,11,0,0,0
M,1,mail.ru,11,0,8,0
F,1,mail.ru,11,0,2,0
,0,yandex.ru,11,0,0,0
,0,mail.ru,11,0,0,0
,0,mail.ru,11,0,0,0
,0,gmail.com,11,0,0,0
F,1,mail.ru,11,2,3,0
,0,gmail.com,11,0,2,0
,0,gmail.com,11,0,0,0
F,1,mail.ru,11,0,0,0
M,1,gmail.com,11,1,0,0
M,1,mail.ru,11,0,0,0
M,1,nm.ru,11,0,0,0
M,1,,11,0,0,0
F,1,mail.ru,11,0,2,0
M,1,bk.ru,11,0,0,0
M,1,yandex.ru,11,0,2,0
M,1,mail.ru,11,0,0,0
,0,mail.ru,11,1,0,0
,0,mail.ru,11,0,2,0
,0,rambler.ru,11,0,6,0
,0,yandex.ru,11,1,0,0
,0,mail.ua,11,0,2,0
F,1,gmail.com,11,0,0,0
F,1,yandex.ru,11,0,0,0
M,1,googlemail.com,11,1,0,0
M,1,yandex.ru,11,3,0,0
M,1,gmail.com,11,0,2,0
M,1,gmail.com,11,1,2,0
M,1,inbox.ru,11,0,2,0
,0,gmail.com,11,0,0,0
F,1,li.ru,11,1,0,0
F,1,rambler.ru,11,0,0,0
F,1,mail.ru,11,0,0,0
M,1,gmail.com,11,0,0,0
M,1,,11,0,2,0
,0,yandex.ru,11,0,0,0
M,1,gmail.com,11,1,0,0
M,1,gmail.com,11,0,2,0
M,1,gmail.com,11,0,0,0
,0,gmail.com,11,0,0,0
M,1,ert.kiev.ua,11,0,5,0
M,1,app-labs.ru,11,0,0,0
F,1,gmail.com,11,0,1,0
F,1,mail.ru,11,2,0,0
,0,mail.ru,11,1,0,0
M,1,mail.ru,11,0,0,0
F,1,hotbox.ru,11,0,0,0
,0,mail.ru,11,0,0,0
M,1,rambler.ru,11,0,0,0
M,1,gmail.com,11,0,3,0
M,1,gmail.com,11,0,2,0
M,1,mail.ru,11,0,0,0
M,1,mail.ru,11,0,0,0
,0,mail.ru,11,0,1,0
M,1,mail.ru,11,0,0,0
,0,mail.ru,11,0,0,0
F,1,mail.ru,11,0,0,0
M,1,,11,0,0,0
F,1,rambler.ru,11,1,0,0
M,1,gmail.com,11,0,2,0
,0,gmail.com,11,0,0,0
M,1,,11,0,0,1
,0,gmail.com,11,0,2,0
,0,list.ru,11,0,3,0
M,1,gmail.com,11,0,1,0
M,1,,11,0,0,0
,0,gmail.com,11,0,0,0
F,1,nekrasova.kiev.ua,11,0,0,0
M,1,mail.ru,11,0,5,0
F,1,yandex.ru,11,0,0,0
F,1,mail.ru,11,0,0,0
M,1,mail.ru,11,0,0,0
,0,gmail.com,11,0,0,0
M,1,yandex.ru,11,0,0,0
,0,gmail.com,11,0,0,0
,0,list.ru,11,0,2,0
,0,mail.ru,11,0,2,0
,0,gmail.com,11,0,0,0
M,1,,11,0,0,0
M,1,,11,0,0,0
F,1,mail.ru,11,0,0,0
F,1,yandex.ua,11,1,1,0
,0,gmail.com,11,1,2,0
M,1,yandex.ru,11,0,0,1
F,1,inbox.ru,11,0,0,0
F,1,,11,0,0,0
,0,bk.ru,11,0,1,0
M,1,,11,0,1,0
M,1,mail.ru,11,0,0,0
F,1,mail.ru,11,0,0,0
F,1,mail.ru,11,0,0,0
F,1,gmail.com,11,1,0,0
F,1,mail.ru,11,0,0,0
,0,gmail.com,11,0,0,0
F,1,mail.ru,11,0,0,0
M,1,mail.ru,11,0,0,0
,0,mail.ru,11,0,1,0
F,1,,11,0,0,0
,0,gmail.com,11,0,2,0
,0,list.ru,12,0,0,0
M,1,gmail.com,12,2,2,0
,0,mail.ru,12,1,0,0
M,1,gmail.com,12,0,0,0
F,1,pichesky.ru,12,1,0,0
,0,list.ru,12,0,0,0
F,1,mail.ru,12,1,4,0
,0,pochta.ru,12,2,2,0
F,1,yahoo.com,12,0,0,0
M,1,mail.ru,12,0,0,0
,0,mail.ru,12,1,4,0
M,1,gmail.com,12,2,2,0
F,1,mail.ru,12,0,0,0
M,1,mail.ru,12,1,0,0
M,1,gmail.com,12,0,0,0
M,1,gmail.com,12,0,0,0
,0,mail.ru,12,0,0,0
F,1,yandex.ru,12,1,0,0
M,1,gmail.com,12,1,7,0
M,1,rambler.ru,12,0,7,0
M,1,gmail.com,12,1,0,0
F,1,gmail.com,12,1,0,0
F,1,gmail.com,12,0,0,0
M,1,front.ru,12,0,1,0
F,1,liloca.com.ua,12,0,2,0
,0,mail.ru,12,2,0,0
,0,mail.ru,12,0,0,0
F,1,i.ua,12,1,1,0
,0,gmail.com,12,0,0,0
,0,ukr.net,12,0,3,0
M,1,gmail.com,12,0,0,0
,0,gmail.com,12,2,2,0
,0,mail.ru,12,0,0,0
F,1,mail.ru,12,0,4,0
,0,mail.ru,12,0,2,0
M,1,gmail.com,12,0,2,0
M,1,,12,0,2,0
F,1,gmail.com,12,0,2,0
M,1,mail.ru,12,0,4,0
F,1,yandex.ua,12,0,0,0
,0,mail.ru,12,0,0,0
M,1,gmail.com,12,1,0,0
F,1,yandex.ru,12,0,0,0
M,1,,12,0,1,0
,0,yandex.ru,12,0,0,0
F,1,mail.ru,12,0,0,0
,0,gmail.com,12,0,0,0
M,1,gmail.com,12,0,0,0
,0,mail.ru,12,0,2,0
M,1,gmail.com,12,0,1,0
M,1,yandex.ru,12,0,0,0
M,1,yandex.ru,12,2,0,0
,0,gmail.com,12,1,0,0
F,1,gmail.com,12,0,2,0
M,1,gmail.com,12,2,0,0
M,1,,12,0,0,0
F,1,mail.ru,12,0,0,0
,0,gmail.com,12,0,4,0
,0,gmail.com,12,0,2,0
M,1,gmail.com,12,0,0,0
,0,live.ru,12,0,3,0
F,1,,12,0,2,0
F,1,gmail.com,12,0,1,0
M,1,gmail.com,12,0,3,0
M,1,gmail.com,12,0,0,0
F,1,gmail.com,12,0,2,0
M,1,,12,0,0,0
M,1,yandex.ru,12,0,3,0
M,1,gmail.com,12,0,0,0
M,1,mail.ru,12,0,0,0
F,1,hotmail.com,12,0,0,0
M,1,yandex.ru,12,0,1,0
M,1,gmail.com,12,0,2,0
,0,yandex.ru,12,0,0,0
,0,yandex.ru,12,0,0,0
F,1,,12,0,1,0
M,1,mail.ru,12,0,0,0
,0,gmail.com,12,0,3,0
F,1,sfedu.ru,12,0,0,0
F,1,list.ru,12,0,0,0
F,1,mail.ru,12,0,1,0
M,1,inbox.ru,12,0,0,0
,0,gmail.com,12,0,0,0
F,1,mail.ru,12,0,0,0
M,1,,12,0,5,0
,0,inbox.ru,12,0,0,0
F,1,mail.ru,12,0,2,0
F,1,gmail.com,12,0,0,0
M,1,rambler.ru,12,0,0,0
M,1,,12,1,1,0
F,1,mail.ru,12,0,0,0
F,1,rambler.ru,12,0,2,0
,0,mail.ru,12,0,0,0
F,1,,12,0,0,0
,0,yandex.ru,12,0,0,0
,0,gmail.com,12,0,0,0
F,1,protonmail.com,12,0,0,0
M,1,list.ru,12,0,3,0
F,1,mail.ru,12,0,0,0
M,1,mail.ru,12,0,1,0
,0,list.ru,12,1,0,0
,0,gmail.com,12,0,0,0
,0,icloud.com,12,0,1,0
,0,ya.ru,12,0,6,0
,0,gmail.com,12,0,1,0
,0,gmail.com,12,0,0,0
F,1,gmail.com,12,0,0,0
,0,yandex.ru,12,0,0,0
,0,mail.ru,12,0,0,0
M,1,mail.ru,12,0,2,0
M,1,email.su,12,0,0,0
M,1,designbox.ru,12,0,0,0
,0,yandex.ru,12,0,0,0
F,1,mail.ru,12,0,0,0
,0,gmail.com,13,1,0,0
,0,gmail.com,13,0,2,0
F,1,mail.ru,13,1,2,0
M,1,gmail.com,13,0,0,0
,0,yandex.ru,13,1,2,0
,0,postalmail.biz,13,0,4,0
,0,list.ru,13,0,0,0
F,1,yandex.ru,13,0,0,0
,0,gmail.com,13,4,3,0
M,1,evgeny.ee,13,2,0,0
F,1,gmail.com,13,0,0,0
M,1,tormail.org,13,0,0,0
M,1,yandex.ru,13,0,0,0
F,1,yandex.ru,13,0,0,0
F,1,yandex.ru,13,0,2,0
F,1,yandex.ru,13,0,0,0
M,1,gmail.com,13,0,4,0
,0,mail.ru,13,0,0,0
M,1,gmail.com,13,1,2,0
,0,mail.ru,13,0,0,0
F,1,mail.ru,13,0,0,0
F,1,gmail.com,13,0,0,0
M,1,gmail.com,13,0,0,0
M,1,mail.ru,13,3,3,0
M,1,mail.ru,13,0,4,0
F,1,gmail.com,13,0,0,0
M,1,ya.ru,13,0,0,0
M,1,gmail.com,13,1,0,0
,0,bk.ru,13,0,0,0
M,1,gmail.com,13,0,6,0
F,0,bk.ru,13,0,0,0
F,1,mail.ru,13,0,0,0
,0,mail.ru,13,0,0,0
,0,mail.ru,13,0,0,0
F,1,mail.ru,13,0,0,0
M,1,gmail.com,13,2,2,0
M,1,mail.ru,13,0,0,0
M,1,mail.ru,13,0,2,0
M,1,mail.ru,13,1,0,0
,0,gmail.com,13,1,0,0
M,1,mail.ru,13,0,0,0
F,1,gmail.com,13,1,5,0
M,1,ya.ru,13,0,0,0
,0,mail.ru,13,0,4,0
,0,mail.ru,13,0,0,0
F,1,mail.ru,13,0,0,0
,0,yandex.ru,13,0,0,0
,0,mail.ru,13,0,0,0
M,1,mail.ru,13,0,3,0
F,1,rambler.ru,13,0,0,0
F,1,gmail.com,13,0,0,0
,0,rambler.ru,13,0,3,0
,0,mail.ru,13,2,1,0
M,1,yandex.ru,13,0,0,0
M,1,gmail.com,13,0,0,0
,0,rambler.ru,13,1,2,0
F,1,gmail.com,13,0,2,0
,0,yandex.ru,13,0,0,0
M,1,hotbox.ru,13,0,2,0
,0,mail.ru,13,0,0,0
M,1,gmail.com,13,0,0,0
M,1,mail.ru,13,0,0,0
M,1,mail.ru,13,0,0,0
F,1,gmail.com,13,0,0,0
F,1,yandex.ru,13,0,2,0
M,1,yandex.ru,13,0,0,0
F,1,yandex.ru,13,0,0,0
F,1,rambler.ru,13,0,0,0
F,1,mail.ru,13,0,2,0
F,1,mail.ru,13,0,5,0
F,1,mail.ru,13,0,2,0
M,1,mail.ru,13,0,0,0
,0,mail.ru,13,0,0,0
M,1,gmail.com,13,0,5,0
F,1,mail.ua,13,0,1,0
F,1,briz.if.ua,13,0,0,0
F,1,mail.ru,13,1,2,0
M,1,mail.ru,13,0,3,1
M,1,gmail.com,13,0,0,0
M,1,mail.ru,13,0,0,0
F,1,gmail.com,13,0,0,0
M,1,mail.ru,13,1,3,0
,0,gmail.com,13,0,0,0
F,1,mail.ru,13,1,0,0
F,1,gmail.com,13,0,0,0
F,1,gmail.com,13,0,1,0
M,1,yandex.ru,13,0,0,0
,0,mail.ru,13,0,0,0
M,1,mail.ru,13,0,0,0
,0,yandex.ru,13,1,2,0
,0,gmail.com,13,0,1,0
F,1,yandex.ru,13,0,0,0
M,1,team2.travel,13,0,0,0
,0,mail.ru,14,4,4,0
F,1,mail.ru,14,1,0,0
,0,gmail.com,14,3,3,0
,0,mail.ru,14,2,11,0
M,1,gmail.com,14,0,0,0
,0,ya.ru,14,1,0,0
M,1,gmail.com,14,1,1,0
,0,yandex.ru,14,0,0,0
,0,mail.ru,14,1,2,0
M,1,gmail.com,14,0,0,0
,0,mail.ru,14,0,0,0
M,1,gmail.com,14,1,0,0
F,1,mail.ru,14,1,0,0
M,1,gmail.com,14,0,0,0
M,1,gmail.com,14,0,0,0
M,1,yandex.ru,14,0,0,0
M,1,mail.com,14,1,0,0
M,1,gmail.com,14,0,0,0
M,1,yandex.ru,14,2,2,0
M,1,mail.ru,14,0,0,0
,0,mail.ru,14,1,2,0
F,1,yandex.ru,14,0,0,0
F,1,gmail.com,14,0,0,0
M,1,mail.ru,14,1,0,0
M,1,gmail.com,14,0,0,0
,0,list.ru,14,3,2,0
F,1,mail.ru,14,1,3,0
F,1,mail.ru,14,1,2,0
F,1,inbox.ru,14,0,0,0
,0,mail.ru,14,0,0,0
M,1,mail.ru,14,0,3,0
F,1,inbox.ru,14,0,0,0
F,1,bk.ru,14,6,8,0
F,1,yandex.ru,14,0,0,0
,0,gmail.com,14,0,4,0
F,1,,14,0,0,0
,0,gmail.com,14,0,2,0
F,1,bk.ru,14,0,2,0
F,1,yandex.ru,14,1,0,0
M,1,mail.ru,14,0,0,0
F,1,bk.ru,14,1,5,0
F,1,gmail.com,14,0,2,0
F,1,gmail.com,14,0,0,0
M,1,gmail.com,14,0,4,0
M,1,gmail.com,14,1,0,0
F,1,mail.ru,14,0,2,0
M,1,gmail.com,14,0,0,0
,0,gmail.com,14,0,0,0
M,1,pavlyuk.net,14,1,4,0
M,1,mail.ru,14,0,8,0
,0,lenta.ru,14,1,6,0
F,1,rambler.ru,14,0,0,0
F,1,mail.ru,14,0,1,0
,0,gmail.com,14,0,0,0
F,1,ayr-financial.com,14,0,2,0
F,1,yandex.ru,14,1,0,0
,0,yandex.ru,14,0,0,0
M,1,mail.ru,14,0,0,0
F,1,ukr.net,14,0,16,0
M,1,mail.ru,14,1,0,0
M,1,mail.ru,14,0,0,0
M,1,gmail.com,14,0,1,0
,0,yandex.ru,14,0,1,0
F,1,mail.ru,14,0,2,0
M,1,mail.ru,14,0,2,0
F,1,mail.ru,14,0,0,0
,0,gmail.com,14,0,0,0
,0,mail.ru,14,0,2,0
,0,gmail.com,14,0,0,0
F,1,tut.by,14,0,0,0
M,1,yandex.ru,14,0,0,0
,0,gmail.com,14,0,0,0
M,1,gmail.com,14,0,4,0
F,1,list.ru,14,0,0,0
,0,mail.ru,14,0,0,0
,0,mail.ru,14,0,0,0
F,1,yandex.ru,14,0,0,0
,0,gmail.com,14,0,0,0
,0,gmail.com,14,0,1,0
F,1,,14,0,0,0
,0,ro.ru,14,1,0,0
M,1,gmail.com,14,0,0,0
M,1,mail.ru,14,0,0,0
F,1,mail.ru,14,0,0,0
,0,mail.ru,14,0,4,0
,0,bk.ru,14,0,0,0
F,1,yandex.ru,14,0,0,0
M,1,,14,0,4,0
,0,gmail.com,14,0,0,0
M,1,mail.ru,14,0,0,0
,0,yandex.ru,14,1,2,0
F,1,mail.ru,14,0,0,0
,0,yandex.ru,14,0,1,0
,0,mail.ru,14,1,0,0
,0,mail.ru,14,0,0,0
F,1,yandex.ru,14,0,3,0
,0,mail.com,14,1,0,0
M,1,mail.ru,14,0,0,0
F,1,mail.ru,14,0,0,0
M,1,mail.ru,14,0,2,0
,0,yandex.ru,14,0,0,0
F,1,,14,0,0,0
,0,gmail.com,14,0,0,0
F,1,mail.ru,14,0,3,0
,0,mail.ru,14,0,0,0
M,1,ya.ru,14,0,1,0
M,1,mail.ru,14,0,0,0
F,1,gmail.com,14,0,1,0
F,1,mail.ru,14,0,0,0
,0,gmail.com,14,0,2,0
F,1,yandex.ru,14,0,2,0
,0,mail.kamchatka.ru,14,0,0,0
F,1,mail.ru,14,0,0,0
,0,bk.ru,15,0,0,0
,0,gmail.com,15,4,7,0
,0,yandex.ru,15,0,2,0
,0,gmail.com,15,1,11,0
F,1,gmail.com,15,1,0,0
F,1,inbox.ru,15,2,0,0
M,1,mail.ru,15,0,0,0
F,1,gmail.com,15,1,11,0
F,1,,15,0,0,0
,0,mail.ru,15,0,0,0
M,1,yandex.ru,15,1,1,0
M,1,gmail.com,15,0,0,0
,0,ya.ru,15,2,0,0
,0,mail.ru,15,0,0,0
F,1,meta.ua,15,1,4,0
M,1,gmail.com,15,0,0,0
M,1,gmail.com,15,0,0,0
F,1,gmail.com,15,0,2,0
M,1,gmail.com,15,0,0,0
F,1,mail.ru,15,0,0,0
,0,pisem.net,15,0,0,0
M,1,gmail.com,15,1,2,0
M,1,gmail.com,15,0,2,0
,0,yandex.ru,15,0,0,0
M,1,bk.ru,15,0,2,0
M,1,yandex.ru,15,0,0,0
M,1,gmail.com,15,0,2,0
M,1,yandex.ru,15,0,0,0
,0,mail.ru,15,0,0,0
M,1,bigmir.net,15,1,3,0
M,1,ukr.net,15,1,2,0
,0,gmail.com,15,0,0,0
F,1,bk.ru,15,0,2,0
,0,mail.ru,15,0,0,0
,0,gmail.com,15,0,0,0
F,1,mail.ru,15,0,2,0
M,1,mail.ru,15,0,0,0
,0,mail.ru,15,0,1,0
,0,gmail.com,15,0,1,0
,0,mail.ru,15,0,0,0
F,1,bk.ru,15,0,0,0
,0,rambler.ru,15,0,2,0
M,1,gmail.com,15,0,0,0
F,1,gmail.com,15,2,0,0
F,1,mail.ru,15,0,3,0
F,1,gmail.com,15,0,0,0
F,1,mail.ru,15,0,1,0
,0,mail.ru,15,1,1,0
F,1,list.ru,15,0,0,0
,0,gmail.com,15,0,0,0
,0,bk.ru,15,0,1,0
,0,yandex.ru,15,0,0,0
F,1,gmail.com,15,0,0,0
F,1,mail.ru,15,0,0,0
,0,mail.ru,15,0,0,0
,0,ukr.net,15,1,0,0
F,1,gmail.com,15,0,0,0
M,1,gmail.com,15,0,0,0
M,1,,15,0,0,0
M,1,yandex.ua,15,0,2,0
,0,list.ru,15,0,0,0
M,1,gmail.com,15,0,0,0
F,1,gmail.com,15,0,0,0
F,1,mail.ru,15,0,0,0
,0,gmail.com,15,0,0,0
,0,mail.ru,15,0,0,0
F,1,yandex.ru,15,1,2,0
M,1,zencoffee.ru,15,0,0,0
M,1,yandex.ru,15,0,0,0
,0,yandex.ru,15,1,2,0
,0,mail.ru,15,0,0,0
F,1,yandex.ru,15,0,0,1
,0,gmail.com,15,0,0,0
,0,yandex.ru,15,0,0,0
M,1,mail.ru,15,0,0,0
F,1,e1.ru,15,0,0,0
F,1,gmail.com,15,1,1,0
M,1,gmail.com,15,0,2,0
M,1,mail.ru,15,0,2,0
F,1,mail.ru,15,0,4,0
M,1,yandex.ru,15,0,11,0
F,1,gmail.com,15,1,0,0
M,1,mail.ru,15,0,0,0
M,1,,15,0,0,0
,0,disaq.com,15,0,1,0
M,1,gmail.com,15,0,2,0
,0,gmail.com,15,0,2,0
,0,yandex.ru,15,0,0,0
F,1,mail.ru,15,0,1,0
M,1,,15,0,0,0
M,1,windowslive.com,15,1,0,0
F,1,mail.ru,15,0,0,0
M,1,mail.ru,15,0,0,0
,0,gmail.com,15,0,1,0
M,1,,15,0,0,0
M,1,rambler.ru,15,0,1,0
F,1,e1.ru,15,0,0,0
M,1,gmail.com,15,0,3,0
,0,yandex.ru,15,0,1,0
M,1,,15,0,5,0
M,1,ya.ru,15,0,1,1
F,1,,15,0,1,0
M,1,mail.ru,15,1,0,0
F,1,rambler.ru,15,0,0,0
M,1,mail.ru,15,0,0,0
F,1,gmail.com,15,0,1,0
F,1,,15,0,1,0
M,1,yandex.ru,15,0,0,0
F,1,gmail.com,15,0,0,0
M,1,gmail.com,15,0,3,0
,0,i.ua,15,0,1,0
M,1,gmail.com,16,1,4,2
,0,yandex.ru,16,0,3,0
M,1,gmail.com,16,0,4,0
M,1,gmail.com,16,5,13,0
F,1,ya.ru,16,0,0,0
,0,mail.ru,16,2,2,0
F,1,gmail.com,16,2,2,0
,0,yandex.ru,16,1,6,0
,0,mail.ru,16,0,0,0
,0,yandex.ru,16,0,0,0
M,1,kansas.ru,16,1,0,0
M,1,gmail.com,16,3,3,0
,0,mail.ru,16,0,0,0
M,1,mail.ru,16,0,0,0
,0,bk.ru,16,0,0,0
F,1,flandria.ru,16,3,3,0
M,1,gmail.com,16,0,0,0
F,1,mail.ru,16,1,0,0
M,1,gmail.com,16,0,6,0
M,1,mail.ru,16,1,0,0
,0,inbox.ru,16,1,0,0
M,1,gmail.com,16,0,0,0
M,1,newreality.ru,16,1,0,0
,0,gmail.com,16,3,9,0
,0,gmail.com,16,0,1,0
M,1,mail.ru,16,1,4,0
F,1,gmail.com,16,1,0,0
,0,gmail.com,16,0,2,0
F,1,mail.ru,16,0,0,0
,0,yandex.ru,16,0,2,0
,0,yandex.ru,16,1,4,0
,0,gmail.com,16,0,4,0
M,1,mail.ru,16,1,1,0
M,1,gmail.com,16,0,2,0
M,1,mail.ru,16,0,2,0
M,1,gmail.com,16,0,4,0
F,1,yandex.ru,16,0,0,0
M,1,gmail.com,16,2,4,0
F,1,gmail.com,16,0,0,0
M,1,mail.ru,16,1,2,0
M,1,yandex.ru,16,0,0,0
M,1,mail.ru,16,0,0,0
F,1,gmail.com,16,0,0,0
F,1,mail.ru,16,0,0,0
,0,gmail.com,16,0,0,0
,0,yandex.ru,16,0,0,0
M,1,gmail.com,16,0,0,0
,0,yandex.ru,16,0,2,0
,0,yandex.ru,16,0,1,0
M,1,gmail.com,16,0,4,0
M,1,qip.ru,16,0,0,0
,0,mail.ru,16,0,0,0
F,1,gmail.com,16,1,2,0
M,1,gmail.com,16,0,1,0
F,1,gmail.com,16,0,0,0
,0,geraspastas.lt,16,0,0,0
M,1,gmail.com,16,0,2,0
F,1,gmail.com,16,2,2,0
M,1,rambler.ru,16,0,3,0
F,1,list.ru,16,0,0,0
,0,mail.ru,16,1,3,0
M,1,mail.ru,16,1,0,0
F,1,mail.ru,16,0,0,0
M,1,mail.ru,16,1,0,0
M,1,gmail.com,16,1,0,0
F,1,ya.ru,16,0,0,0
M,1,qip.ru,16,0,0,0
,0,yandex.ru,16,1,17,1
F,1,mail.ru,16,1,0,0
,0,yandex.ru,16,0,0,0
,0,mail.ru,16,0,0,0
,0,mail.ru,16,0,0,0
F,1,gmail.com,16,0,2,0
M,1,mail.ru,16,0,2,0
M,1,gmail.com,16,1,1,0
M,1,gmail.com,16,0,2,0
F,1,mail.ru,16,0,0,0
,0,bk.ru,16,0,1,0
F,1,rambler.ru,16,0,2,0
,0,mail.ru,16,0,0,0
,0,yandex.ru,16,0,0,0
,0,yandex.com,16,0,7,0
M,1,,16,0,0,0
M,1,mail.ru,16,0,0,0
,0,mail.ru,16,0,0,0
M,1,yandex.ru,16,0,3,0
F,1,mail.ru,16,1,1,0
F,1,gmail.com,16,0,0,0
,0,rambler.ru,16,0,0,0
,0,inbox.lv,16,0,2,0
F,1,gmail.com,16,0,0,0
,0,gmail.com,17,1,4,0
F,1,gmail.com,17,2,2,0
F,0,mail.ru,17,0,2,0
M,1,gmail.com,17,0,2,0
M,1,gmail.com,17,1,0,0
M,1,mail.ru,17,1,0,0
F,1,mail.ru,17,3,0,0
F,1,gmail.com,17,2,2,0
M,1,yandex.ru,17,0,0,0
